Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeveliveryOrder
4,P5,F4,CD3,C305,58,SemiTrailler,D01,36,2,121.9,CityDeliveryTruck,D3_6,4
4,P9,F4,CD3,C302,58,SemiTrailler,D01,8,1,62.8,Van,D3_4,2
2,P5,F1,CD1,C102,36,SemiTrailler,D03,17,0,117.6,CityDeliveryTruck,D1_5,4
5,P3,F3,CD2,C203,162,SemiTrailler,D04,14,0,146.3,Van,D2_1,5
3,P13,F4,CD3,C302,58,SemiTrailler,D01,11,1,116.2,Van,D3_6,4
2,P2,F3,CD1,C105,36,Truck,D04,24,4,178,MiniVan,D1_7,6
1,P10,F1,CD1,C105,36,SemiTrailler,D03,32,1,60.3,CityDeliveryTruck,D1_3,2
3,P12,F3,CD3,C304,58,SemiTrailler,D06,29,2,174,CityDeliveryTruck,D3_3,6
3,P13,F1,CD1,C104,36,SemiTrailler,D02,28,0,85.6,CityDeliveryTruck,D1_2,3
3,P9,F2,CD1,C101,36,Truck,D01,6,1,154.2,CityDeliveryTruck,D1_1,5
3,P8,F3,CD3,C304,58,SemiTrailler,D06,26,1,156.9,CityDeliveryTruck,D3_5,5
2,P15,F4,CD2,C205,162,SemiTrailler,D05,31,0,58.7,Van,D2_1,2
1,P11,F4,CD1,C103,36,SemiTrailler,D03,23,2,92.2,CityDeliveryTruck,D1_6,3
3,P6,F2,CD3,C301,58,SemiTrailler,D02,37,0,185.9,CityDeliveryTruck,D3_3,6
3,P11,F2,CD2,C202,162,SemiTrailler,D05,33,1,150.9,Van,D2_7,5
3,P13,F4,CD1,C104,36,SemiTrailler,D02,15,0,121.6,Van,D1_5,4
5,P15,F1,CD3,C305,58,SemiTrailler,D06,34,2,29.3,CityDeliveryTruck,D3_7,1
3,P6,F3,CD1,C102,36,SemiTrailler,D06,22,3,28.6,MiniVan,D1_5,1
2,P12,F1,CD2,C201,162,SemiTrailler,D03,30,1,116.9,CityDeliveryTruck,D2_4,4
3,P8,F4,CD1,C104,36,SemiTrailler,D05,7,0,30.8,CityDeliveryTruck,D1_2,1
3,P1,F4,CD1,C101,36,SemiTrailler,D06,7,3,157.2,Van,D1_3,5
1,P6,F3,CD3,C304,58,SemiTrailler,D05,6,1,150.6,CityDeliveryTruck,D3_5,5
5,P4,F4,CD1,C102,36,Truck,D01,7,1,30.3,Van,D1_7,1
4,P8,F2,CD1,C102,36,SemiTrailler,D03,6,1,31.3,MiniVan,D1_5,1
3,P4,F1,CD3,C305,58,Truck,D03,25,1,60.8,CityDeliveryTruck,D3_6,2
2,P14,F4,CD2,C203,162,SemiTrailler,D06,19,1,30.4,CityDeliveryTruck,D2_6,1
3,P6,F3,CD3,C304,58,SemiTrailler,D04,22,3,58.8,MiniVan,D3_6,2
3,P5,F4,CD1,C102,36,SemiTrailler,D01,18,1,175.9,MiniVan,D1_4,6
4,P8,F1,CD3,C303,58,Truck,D06,6,0,85.9,Van,D3_1,3
2,P11,F3,CD3,C304,58,SemiTrailler,D05,34,4,59.6,Van,D3_5,2
3,P9,F3,CD3,C304,58,Truck,D01,10,2,93.5,MiniVan,D3_6,3
2,P5,F2,CD2,C201,162,SemiTrailler,D02,27,2,180.8,Van,D2_2,6
2,P9,F4,CD1,C104,36,SemiTrailler,D04,10,4,173.6,CityDeliveryTruck,D1_4,6
4,P4,F1,CD3,C304,58,Truck,D01,36,4,153.7,Van,D3_4,5
5,P10,F1,CD2,C205,162,SemiTrailler,D02,26,1,154.9,Van,D2_7,5
1,P7,F2,CD3,C304,58,Truck,D05,14,2,142.9,Van,D3_7,5
3,P6,F3,CD3,C305,58,SemiTrailler,D03,29,0,118.9,MiniVan,D3_4,4
4,P5,F1,CD2,C201,162,SemiTrailler,D05,17,1,150.8,Van,D2_5,5
4,P2,F4,CD1,C102,36,SemiTrailler,D05,37,0,61.6,MiniVan,D1_2,2
3,P2,F2,CD2,C204,162,SemiTrailler,D06,8,4,59.3,CityDeliveryTruck,D2_6,2
4,P6,F3,CD2,C201,162,SemiTrailler,D03,17,2,146.9,MiniVan,D2_3,5
4,P4,F2,CD3,C305,58,SemiTrailler,D02,33,0,29.6,Van,D3_6,1
4,P2,F1,CD1,C104,36,Truck,D02,28,3,179.1,CityDeliveryTruck,D1_4,6
1,P7,F4,CD2,C202,162,SemiTrailler,D01,26,2,123.1,CityDeliveryTruck,D2_1,4
3,P9,F3,CD1,C103,36,SemiTrailler,D03,34,3,144.1,CityDeliveryTruck,D1_2,5
2,P9,F2,CD2,C205,162,SemiTrailler,D02,20,2,93,Van,D2_1,3
3,P12,F2,CD2,C203,162,SemiTrailler,D01,15,1,61.7,CityDeliveryTruck,D2_1,2
5,P9,F2,CD3,C303,58,SemiTrailler,D05,17,0,116.5,Van,D3_7,4
5,P13,F1,CD3,C302,58,SemiTrailler,D03,7,2,148.2,MiniVan,D3_3,5
4,P14,F2,CD2,C201,162,SemiTrailler,D04,31,3,86.6,Van,D2_3,3
2,P15,F3,CD1,C102,36,SemiTrailler,D04,35,3,154.8,MiniVan,D1_3,5
3,P6,F1,CD1,C101,36,SemiTrailler,D03,27,4,173.5,MiniVan,D1_6,6
5,P8,F3,CD3,C302,58,SemiTrailler,D06,29,3,180.3,MiniVan,D3_3,6
1,P2,F4,CD3,C302,58,Truck,D05,27,0,177.8,Van,D3_3,6
3,P15,F4,CD1,C103,36,Truck,D01,22,4,58.3,MiniVan,D1_5,2
2,P8,F1,CD2,C205,162,SemiTrailler,D04,22,2,172.5,Van,D2_7,6
4,P13,F3,CD3,C305,58,SemiTrailler,D04,21,0,88.6,CityDeliveryTruck,D3_2,3
2,P12,F3,CD1,C104,36,SemiTrailler,D06,13,2,29.9,Van,D1_1,1
5,P4,F3,CD1,C101,36,Truck,D05,8,0,28.7,MiniVan,D1_2,1
3,P3,F3,CD3,C305,58,Truck,D03,24,0,117.7,MiniVan,D3_2,4
3,P7,F3,CD2,C205,162,SemiTrailler,D04,9,3,30.2,MiniVan,D2_2,1
5,P14,F1,CD1,C104,36,Truck,D05,35,3,188.4,Van,D1_6,6
5,P12,F2,CD3,C302,58,SemiTrailler,D05,30,1,150,CityDeliveryTruck,D3_7,5
2,P5,F4,CD2,C205,162,Truck,D06,15,3,60.8,CityDeliveryTruck,D2_3,2
1,P5,F1,CD2,C204,162,SemiTrailler,D06,14,4,91.8,CityDeliveryTruck,D2_3,3
1,P14,F4,CD1,C105,36,SemiTrailler,D02,15,2,58.7,Van,D1_4,2
4,P10,F3,CD2,C201,162,SemiTrailler,D06,5,3,179.1,CityDeliveryTruck,D2_7,6
1,P2,F2,CD2,C205,162,Truck,D06,5,1,183.1,MiniVan,D2_4,6
5,P9,F2,CD1,C101,36,SemiTrailler,D05,9,4,92.6,MiniVan,D1_1,3
4,P13,F1,CD1,C101,36,SemiTrailler,D01,20,1,60.6,Van,D1_2,2
4,P1,F1,CD3,C302,58,Truck,D02,16,2,92.6,CityDeliveryTruck,D3_7,3
2,P15,F1,CD1,C103,36,SemiTrailler,D01,37,1,92,Van,D1_1,3
2,P15,F1,CD2,C204,162,SemiTrailler,D04,9,1,157.4,Van,D2_1,5
2,P3,F3,CD2,C201,162,SemiTrailler,D04,24,0,93.9,Van,D2_7,3
1,P5,F3,CD2,C203,162,SemiTrailler,D02,33,1,28.5,Van,D2_2,1
3,P7,F3,CD3,C303,58,SemiTrailler,D03,12,3,29.9,CityDeliveryTruck,D3_3,1
5,P13,F2,CD3,C304,58,SemiTrailler,D01,21,2,182.8,Van,D3_2,6
5,P9,F4,CD2,C204,162,SemiTrailler,D06,5,4,178.8,Van,D2_4,6
5,P5,F3,CD3,C301,58,SemiTrailler,D03,23,1,61.8,Van,D3_1,2
2,P14,F3,CD1,C101,36,SemiTrailler,D04,22,4,152,MiniVan,D1_6,5
4,P8,F4,CD2,C205,162,Truck,D02,13,3,186.1,CityDeliveryTruck,D2_5,6
3,P14,F1,CD1,C104,36,SemiTrailler,D03,19,0,171.5,CityDeliveryTruck,D1_7,6
4,P14,F2,CD2,C204,162,Truck,D05,32,4,177,Van,D2_5,6
5,P4,F3,CD3,C302,58,SemiTrailler,D05,35,1,60.3,MiniVan,D3_5,2
3,P15,F1,CD3,C301,58,SemiTrailler,D06,15,2,146,CityDeliveryTruck,D3_7,5
3,P2,F3,CD3,C303,58,Truck,D05,26,2,91.9,Van,D3_7,3
1,P15,F2,CD3,C304,58,Truck,D01,35,3,157.1,Van,D3_1,5
2,P5,F3,CD1,C101,36,SemiTrailler,D06,12,0,117.4,CityDeliveryTruck,D1_3,4
3,P2,F2,CD1,C102,36,SemiTrailler,D04,6,4,144.8,Van,D1_4,5
3,P11,F4,CD1,C104,36,SemiTrailler,D02,28,2,91.1,Van,D1_5,3
2,P3,F2,CD2,C204,162,Truck,D06,37,3,180.8,CityDeliveryTruck,D2_7,6
3,P1,F4,CD1,C105,36,Truck,D04,17,3,31.1,CityDeliveryTruck,D1_5,1
2,P13,F4,CD2,C203,162,SemiTrailler,D02,25,4,186.6,Van,D2_5,6
1,P5,F3,CD1,C103,36,SemiTrailler,D02,32,1,182.6,MiniVan,D1_1,6
4,P9,F2,CD3,C302,58,Truck,D04,29,4,172.8,Van,D3_2,6
5,P12,F1,CD2,C205,162,Truck,D02,29,2,28.6,CityDeliveryTruck,D2_5,1
3,P14,F4,CD2,C204,162,SemiTrailler,D03,13,1,176.8,Van,D2_7,6
2,P7,F1,CD3,C303,58,SemiTrailler,D01,14,0,118.2,CityDeliveryTruck,D3_7,4
1,P8,F1,CD1,C104,36,SemiTrailler,D05,5,4,172.2,Van,D1_6,6
2,P2,F3,CD3,C304,58,SemiTrailler,D04,5,4,176.1,Van,D3_3,6
1,P5,F1,CD1,C104,36,SemiTrailler,D01,18,0,89,CityDeliveryTruck,D1_4,3
5,P9,F1,CD1,C102,36,SemiTrailler,D01,19,4,29.7,Van,D1_2,1
1,P14,F4,CD1,C104,36,SemiTrailler,D02,30,2,174.4,Van,D1_7,6
2,P3,F1,CD1,C105,36,Truck,D03,12,3,30.3,Van,D1_3,1
3,P9,F4,CD2,C203,162,Truck,D04,12,1,119.6,MiniVan,D2_6,4
2,P3,F2,CD2,C205,162,SemiTrailler,D06,11,1,123,MiniVan,D2_5,4
3,P6,F4,CD3,C302,58,SemiTrailler,D01,37,3,30.4,Van,D3_2,1
1,P8,F1,CD2,C201,162,SemiTrailler,D06,37,3,121,CityDeliveryTruck,D2_2,4
3,P9,F2,CD3,C303,58,SemiTrailler,D02,5,0,62.4,MiniVan,D3_7,2
1,P2,F2,CD2,C205,162,Truck,D02,34,4,184.2,Van,D2_3,6
2,P13,F4,CD1,C103,36,Truck,D06,23,1,119.5,Van,D1_2,4
5,P9,F1,CD2,C201,162,SemiTrailler,D04,33,4,174.8,MiniVan,D2_5,6
5,P2,F2,CD3,C301,58,SemiTrailler,D04,12,2,149.4,CityDeliveryTruck,D3_2,5
4,P3,F1,CD2,C204,162,SemiTrailler,D06,7,2,29.3,Van,D2_4,1
2,P6,F2,CD1,C101,36,SemiTrailler,D04,31,3,121.1,Van,D1_6,4
2,P11,F4,CD2,C204,162,SemiTrailler,D06,37,2,57.2,Van,D2_2,2
4,P9,F2,CD1,C103,36,SemiTrailler,D01,13,2,62.8,Van,D1_4,2
4,P8,F4,CD3,C302,58,Truck,D06,18,2,184.9,Van,D3_5,6
2,P4,F2,CD2,C201,162,SemiTrailler,D01,10,3,153.2,Van,D2_1,5
2,P8,F2,CD1,C105,36,SemiTrailler,D05,34,1,173.7,CityDeliveryTruck,D1_5,6
1,P13,F2,CD2,C204,162,SemiTrailler,D01,10,1,88.8,Van,D2_2,3
1,P12,F4,CD2,C202,162,SemiTrailler,D05,13,2,92.9,Van,D2_4,3
2,P15,F1,CD2,C205,162,SemiTrailler,D05,29,4,30.8,Van,D2_3,1
2,P2,F2,CD1,C101,36,Truck,D02,19,2,181.3,CityDeliveryTruck,D1_5,6
3,P8,F1,CD1,C104,36,SemiTrailler,D03,14,4,29.2,CityDeliveryTruck,D1_6,1
1,P12,F3,CD2,C205,162,Truck,D02,36,4,119,MiniVan,D2_2,4
4,P8,F4,CD2,C205,162,Truck,D04,6,4,151.1,Van,D2_2,5
3,P15,F4,CD3,C301,58,SemiTrailler,D04,29,3,115.3,Van,D3_1,4
1,P12,F4,CD1,C105,36,SemiTrailler,D03,37,2,85.6,CityDeliveryTruck,D1_6,3
5,P2,F3,CD2,C203,162,SemiTrailler,D04,35,3,30,Van,D2_7,1
3,P2,F3,CD3,C305,58,SemiTrailler,D02,13,1,60.9,MiniVan,D3_1,2
4,P14,F2,CD1,C102,36,Truck,D04,24,2,147.8,Van,D1_7,5
3,P9,F3,CD2,C204,162,SemiTrailler,D06,29,1,59.9,CityDeliveryTruck,D2_5,2
3,P8,F2,CD1,C103,36,Truck,D05,30,2,149.2,Van,D1_1,5
2,P13,F1,CD1,C101,36,SemiTrailler,D03,37,2,58.1,MiniVan,D1_4,2
4,P6,F2,CD1,C105,36,Truck,D03,5,3,86,Van,D1_3,3
4,P5,F2,CD3,C302,58,Truck,D02,16,2,30.3,CityDeliveryTruck,D3_6,1
5,P10,F3,CD2,C202,162,SemiTrailler,D03,22,2,154.2,CityDeliveryTruck,D2_1,5
2,P6,F1,CD3,C304,58,SemiTrailler,D04,13,3,94.5,Van,D3_2,3
5,P7,F4,CD3,C303,58,SemiTrailler,D05,16,2,30,MiniVan,D3_4,1
1,P9,F4,CD1,C105,36,SemiTrailler,D06,35,0,180.7,Van,D1_2,6
4,P10,F4,CD2,C201,162,Truck,D05,31,1,60.4,Van,D2_7,2
1,P13,F3,CD2,C204,162,SemiTrailler,D04,20,4,93.4,MiniVan,D2_7,3
5,P14,F4,CD2,C203,162,SemiTrailler,D01,6,2,146.6,CityDeliveryTruck,D2_1,5
4,P14,F3,CD3,C304,58,SemiTrailler,D03,6,2,62.5,Van,D3_3,2
5,P1,F2,CD3,C301,58,SemiTrailler,D05,23,1,174.9,Van,D3_7,6
3,P11,F3,CD2,C205,162,SemiTrailler,D05,22,2,28.5,CityDeliveryTruck,D2_6,1
1,P11,F2,CD1,C103,36,SemiTrailler,D03,25,4,154.5,Van,D1_7,5
5,P11,F2,CD3,C303,58,SemiTrailler,D05,5,0,150.2,Van,D3_5,5
1,P6,F3,CD2,C205,162,SemiTrailler,D06,33,4,88.3,Van,D2_6,3
2,P12,F4,CD2,C203,162,SemiTrailler,D05,19,3,114.1,Van,D2_3,4
4,P3,F4,CD2,C201,162,SemiTrailler,D06,19,3,29.2,Van,D2_6,1
4,P1,F3,CD1,C104,36,SemiTrailler,D03,34,0,87.4,Van,D1_3,3
3,P15,F4,CD2,C205,162,Truck,D01,18,1,118.3,CityDeliveryTruck,D2_1,4
4,P1,F2,CD3,C301,58,SemiTrailler,D04,9,2,86.6,Van,D3_7,3
5,P3,F4,CD3,C302,58,SemiTrailler,D06,23,3,58.6,CityDeliveryTruck,D3_2,2
1,P14,F1,CD1,C101,36,Truck,D01,6,0,121.7,Van,D1_1,4
4,P8,F4,CD2,C202,162,SemiTrailler,D01,27,0,90.5,CityDeliveryTruck,D2_3,3
2,P6,F3,CD3,C302,58,Truck,D02,37,4,30.6,Van,D3_7,1
2,P13,F1,CD1,C102,36,SemiTrailler,D06,24,1,143.5,MiniVan,D1_2,5
3,P14,F3,CD3,C305,58,Truck,D02,33,1,119,Van,D3_2,4
5,P4,F3,CD3,C302,58,SemiTrailler,D06,24,0,145.5,Van,D3_3,5
3,P10,F1,CD1,C101,36,SemiTrailler,D03,34,1,153,Van,D1_7,5
2,P14,F2,CD1,C104,36,Truck,D06,28,0,29.1,Van,D1_4,1
1,P14,F2,CD2,C204,162,SemiTrailler,D02,25,0,31.3,Van,D2_3,1
3,P15,F2,CD1,C104,36,SemiTrailler,D03,13,1,174.2,Van,D1_4,6
2,P8,F2,CD2,C202,162,Truck,D03,5,0,85.7,Van,D2_7,3
2,P15,F2,CD2,C205,162,SemiTrailler,D02,12,4,61.6,CityDeliveryTruck,D2_3,2
1,P9,F4,CD2,C204,162,SemiTrailler,D01,27,4,61.7,CityDeliveryTruck,D2_1,2
4,P3,F1,CD1,C101,36,Truck,D02,7,1,155.4,MiniVan,D1_4,5
5,P8,F2,CD3,C301,58,SemiTrailler,D06,12,0,150.4,Van,D3_2,5
5,P2,F2,CD2,C201,162,SemiTrailler,D04,10,4,157,Van,D2_1,5
4,P13,F2,CD1,C104,36,Truck,D04,15,3,149.6,CityDeliveryTruck,D1_5,5
2,P2,F1,CD1,C101,36,Truck,D06,28,4,153.9,Van,D1_2,5
5,P14,F4,CD3,C301,58,SemiTrailler,D06,14,1,145.7,Van,D3_6,5
3,P6,F4,CD3,C305,58,Truck,D02,30,2,57.1,CityDeliveryTruck,D3_4,2
5,P8,F3,CD2,C203,162,SemiTrailler,D05,15,3,154.7,Van,D2_5,5
3,P6,F3,CD2,C205,162,Truck,D01,5,1,122.2,Van,D2_4,4
2,P6,F4,CD3,C305,58,SemiTrailler,D02,35,4,122.2,MiniVan,D3_2,4
3,P3,F1,CD1,C101,36,Truck,D06,36,4,89.4,CityDeliveryTruck,D1_2,3
1,P7,F1,CD2,C202,162,Truck,D04,26,2,143.8,Van,D2_2,5
4,P11,F1,CD3,C301,58,SemiTrailler,D06,34,2,29.1,Van,D3_5,1
1,P12,F2,CD2,C203,162,SemiTrailler,D02,13,1,185,Van,D2_4,6
1,P4,F4,CD3,C305,58,SemiTrailler,D06,31,2,115.7,Van,D3_4,4
3,P2,F1,CD2,C205,162,SemiTrailler,D06,7,4,89.1,Van,D2_7,3
1,P14,F3,CD2,C201,162,Truck,D02,13,4,28.6,CityDeliveryTruck,D2_7,1
2,P9,F2,CD3,C303,58,SemiTrailler,D06,17,0,174.3,MiniVan,D3_4,6
1,P2,F4,CD1,C102,36,SemiTrailler,D03,6,3,92,CityDeliveryTruck,D1_4,3
1,P11,F2,CD3,C305,58,SemiTrailler,D01,31,4,92.6,Van,D3_2,3
3,P9,F4,CD1,C102,36,Truck,D06,31,3,30.2,CityDeliveryTruck,D1_2,1
3,P8,F2,CD3,C303,58,SemiTrailler,D03,8,3,154.5,CityDeliveryTruck,D3_1,5
3,P15,F3,CD3,C301,58,SemiTrailler,D01,36,2,60.5,Van,D3_4,2
5,P8,F1,CD2,C202,162,Truck,D01,32,1,60.3,Van,D2_6,2
3,P3,F4,CD1,C105,36,SemiTrailler,D01,33,0,31,Van,D1_4,1
3,P4,F2,CD1,C101,36,SemiTrailler,D06,11,2,62.7,Van,D1_6,2
1,P4,F2,CD1,C105,36,SemiTrailler,D02,34,0,177.3,CityDeliveryTruck,D1_1,6
1,P1,F4,CD2,C202,162,SemiTrailler,D06,35,2,155.7,CityDeliveryTruck,D2_4,5
2,P14,F2,CD3,C302,58,SemiTrailler,D02,20,3,61.5,Van,D3_1,2
4,P5,F2,CD3,C305,58,Truck,D01,9,1,179,Van,D3_1,6
4,P2,F3,CD2,C203,162,Truck,D02,25,4,121.4,Van,D2_5,4
3,P2,F3,CD1,C105,36,SemiTrailler,D03,36,1,119,Van,D1_2,4
1,P15,F3,CD1,C104,36,SemiTrailler,D06,36,4,58.4,Van,D1_1,2
1,P14,F4,CD2,C202,162,SemiTrailler,D01,33,3,61.9,Van,D2_4,2
4,P3,F1,CD1,C104,36,SemiTrailler,D03,12,0,85.7,MiniVan,D1_7,3
4,P4,F4,CD1,C104,36,SemiTrailler,D05,11,0,28.6,Van,D1_7,1
2,P14,F2,CD1,C103,36,Truck,D05,22,0,171.8,Van,D1_6,6
5,P7,F3,CD2,C205,162,SemiTrailler,D05,23,1,172.8,Van,D2_4,6
5,P9,F2,CD3,C301,58,Truck,D04,22,0,186.7,CityDeliveryTruck,D3_3,6
2,P6,F1,CD1,C102,36,SemiTrailler,D01,15,3,61.5,Van,D1_5,2
1,P13,F2,CD1,C104,36,SemiTrailler,D01,10,2,157.2,Van,D1_3,5
1,P9,F4,CD2,C203,162,SemiTrailler,D03,35,4,62.7,Van,D2_2,2
2,P14,F3,CD3,C303,58,Truck,D06,12,2,115,CityDeliveryTruck,D3_7,4
5,P1,F2,CD2,C203,162,Truck,D03,9,1,30.4,CityDeliveryTruck,D2_3,1
4,P7,F1,CD3,C304,58,SemiTrailler,D02,28,1,185.9,CityDeliveryTruck,D3_6,1
2,P4,F2,CD3,C302,58,SemiTrailler,D05,23,4,186.4,Van,D3_5,6
4,P15,F1,CD1,C101,36,SemiTrailler,D06,12,3,185.1,MiniVan,D1_6,6
5,P15,F4,CD2,C202,162,Truck,D05,19,1,58.8,MiniVan,D2_6,2
4,P3,F3,CD3,C304,58,SemiTrailler,D06,33,1,156.9,Van,D3_3,5
2,P3,F1,CD1,C101,36,Truck,D06,8,2,123.9,CityDeliveryTruck,D1_7,4
3,P11,F1,CD1,C105,36,Truck,D03,27,3,90.3,CityDeliveryTruck,D1_2,3
1,P14,F4,CD2,C201,162,SemiTrailler,D01,8,1,28.7,CityDeliveryTruck,D2_5,1
1,P10,F2,CD2,C202,162,SemiTrailler,D02,21,4,89.5,MiniVan,D2_7,3
3,P14,F3,CD3,C302,58,SemiTrailler,D05,11,4,151.4,CityDeliveryTruck,D3_6,5
4,P13,F2,CD3,C305,58,SemiTrailler,D01,14,1,123.4,CityDeliveryTruck,D3_2,4
3,P13,F3,CD3,C304,58,SemiTrailler,D05,13,0,58.7,Van,D3_2,2
5,P14,F1,CD1,C104,36,Truck,D01,29,4,145.5,CityDeliveryTruck,D1_7,5
1,P14,F3,CD1,C101,36,SemiTrailler,D02,18,1,119.1,Van,D1_2,4
2,P4,F2,CD3,C302,58,Truck,D03,11,0,120.8,MiniVan,D3_1,4
1,P5,F3,CD3,C304,58,Truck,D02,26,2,175.4,CityDeliveryTruck,D3_5,6
3,P12,F3,CD3,C305,58,SemiTrailler,D04,22,0,173.4,CityDeliveryTruck,D3_2,6
2,P6,F3,CD1,C101,36,SemiTrailler,D03,18,1,148.4,Van,D1_5,5
3,P12,F1,CD3,C303,58,SemiTrailler,D01,35,4,57.9,Van,D3_4,2
5,P2,F4,CD3,C305,58,Truck,D06,36,4,57.3,Van,D3_5,2
4,P9,F3,CD3,C303,58,SemiTrailler,D04,10,4,61.5,MiniVan,D3_5,2
2,P8,F2,CD2,C201,162,SemiTrailler,D05,27,4,30.7,CityDeliveryTruck,D2_6,1
3,P6,F1,CD2,C203,162,SemiTrailler,D06,21,2,147.7,Van,D2_5,5
4,P7,F4,CD1,C104,36,SemiTrailler,D03,13,2,175.7,Van,D1_6,2
5,P4,F3,CD3,C304,58,SemiTrailler,D04,11,4,29,Van,D3_7,1
2,P10,F1,CD1,C104,36,Truck,D05,34,2,60.4,Van,D1_7,2
2,P10,F1,CD1,C104,36,Truck,D06,26,0,187,Van,D1_1,6
4,P15,F4,CD2,C205,162,Truck,D05,15,4,62.6,Van,D2_3,2
2,P10,F2,CD2,C205,162,SemiTrailler,D04,27,4,28.7,CityDeliveryTruck,D2_6,1
4,P7,F2,CD1,C103,36,SemiTrailler,D01,33,2,29.2,CityDeliveryTruck,D1_5,1
4,P7,F4,CD3,C305,58,SemiTrailler,D01,34,1,114.1,Van,D3_7,4
2,P2,F2,CD3,C303,58,SemiTrailler,D06,29,1,180.3,Van,D3_4,6
2,P13,F1,CD1,C103,36,SemiTrailler,D06,6,0,89.2,Van,D1_2,3
2,P7,F2,CD3,C301,58,Truck,D04,37,1,116.4,MiniVan,D3_4,4
3,P12,F2,CD1,C101,36,SemiTrailler,D03,22,2,29.7,MiniVan,D1_3,1
1,P1,F3,CD1,C101,36,SemiTrailler,D03,16,4,125.7,CityDeliveryTruck,D1_7,4
4,P10,F4,CD2,C205,162,SemiTrailler,D03,20,3,57.1,Van,D2_7,2
2,P5,F1,CD1,C104,36,Truck,D04,27,3,57.4,MiniVan,D1_3,2
5,P14,F4,CD1,C105,36,SemiTrailler,D05,25,1,29.7,Van,D1_3,1
5,P6,F1,CD2,C203,162,Truck,D04,7,0,116,Van,D2_2,4
1,P13,F1,CD2,C204,162,SemiTrailler,D03,20,3,182,CityDeliveryTruck,D2_2,6
3,P10,F4,CD1,C102,36,SemiTrailler,D02,26,3,144.2,CityDeliveryTruck,D1_6,5
5,P6,F1,CD2,C205,162,SemiTrailler,D03,35,1,28.8,Van,D2_1,1
1,P5,F4,CD1,C102,36,SemiTrailler,D03,31,4,186,Van,D1_3,6
3,P2,F2,CD1,C102,36,SemiTrailler,D06,17,2,91.3,CityDeliveryTruck,D1_4,3
2,P7,F1,CD2,C203,162,SemiTrailler,D06,15,4,29.9,Van,D2_7,5
1,P14,F3,CD3,C303,58,SemiTrailler,D05,7,3,155.3,CityDeliveryTruck,D3_7,5
4,P9,F3,CD2,C203,162,Truck,D04,23,1,91.6,CityDeliveryTruck,D2_6,3
5,P3,F1,CD3,C301,58,SemiTrailler,D06,25,0,31.2,Van,D3_4,1
2,P14,F3,CD2,C205,162,SemiTrailler,D04,31,4,153.5,Van,D2_1,5
5,P13,F1,CD3,C303,58,SemiTrailler,D01,26,0,61.1,Van,D3_6,2
4,P2,F4,CD3,C305,58,Truck,D03,28,3,121.7,Van,D3_3,4
2,P13,F4,CD3,C302,58,Truck,D05,20,1,30.2,CityDeliveryTruck,D3_6,1
4,P11,F4,CD2,C203,162,SemiTrailler,D02,24,3,93.4,Van,D2_4,3
3,P8,F4,CD3,C303,58,SemiTrailler,D04,10,1,173.3,CityDeliveryTruck,D3_2,6
5,P3,F1,CD3,C303,58,Truck,D03,18,2,116.8,CityDeliveryTruck,D3_4,4
4,P2,F2,CD3,C301,58,Truck,D05,16,3,93,Van,D3_4,3
2,P3,F2,CD1,C104,36,SemiTrailler,D05,31,2,116.6,Van,D1_1,4
2,P10,F3,CD1,C101,36,SemiTrailler,D06,8,1,120.3,MiniVan,D1_6,4
3,P9,F1,CD3,C305,58,SemiTrailler,D03,29,4,154.9,Van,D3_1,5
5,P4,F4,CD1,C101,36,Truck,D01,6,3,57.3,Van,D1_1,2
1,P14,F1,CD3,C305,58,SemiTrailler,D04,24,4,88.8,CityDeliveryTruck,D3_4,3
4,P10,F1,CD3,C303,58,Truck,D04,10,0,121.4,Van,D3_5,4
1,P13,F2,CD1,C103,36,SemiTrailler,D02,24,1,149.6,Van,D1_4,5
3,P5,F3,CD1,C102,36,Truck,D02,32,0,60.9,CityDeliveryTruck,D1_5,2
4,P3,F4,CD1,C104,36,Truck,D03,33,2,29.1,Van,D1_7,1
5,P1,F3,CD3,C305,58,SemiTrailler,D01,20,0,93.8,Van,D3_1,3
1,P11,F1,CD3,C305,58,SemiTrailler,D02,32,3,178.7,CityDeliveryTruck,D3_1,6
1,P9,F4,CD2,C203,162,Truck,D04,35,2,93.6,Van,D2_4,3
4,P8,F3,CD2,C205,162,Truck,D04,24,4,122.4,CityDeliveryTruck,D2_2,4
2,P12,F4,CD2,C202,162,Truck,D01,31,1,58.2,Van,D2_2,2
3,P13,F3,CD1,C101,36,SemiTrailler,D05,5,0,117.1,Van,D1_2,4
2,P12,F4,CD1,C102,36,SemiTrailler,D01,24,4,60.4,Van,D1_7,2
3,P1,F2,CD1,C101,36,SemiTrailler,D02,13,3,31.1,MiniVan,D1_2,1
3,P5,F4,CD1,C104,36,SemiTrailler,D01,15,0,59,CityDeliveryTruck,D1_1,2
3,P1,F2,CD2,C202,162,Truck,D04,17,2,31.5,CityDeliveryTruck,D2_7,1
1,P8,F2,CD3,C305,58,SemiTrailler,D04,9,4,114.1,Van,D3_4,4
4,P10,F3,CD1,C105,36,Truck,D06,25,1,29,MiniVan,D1_1,1
