Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeliveryOrder
1,P11,F4,CD3,C303,58,Truck,D04,19,3,187.8,Van,D3_1,6
5,P8,F2,CD1,C101,36,SemiTrailler,D06,7,0,30.2,Van,D1_3,1
1,P15,F2,CD3,C302,58,Truck,D04,14,3,61.3,Van,D3_7,2
1,P13,F1,CD2,C204,162,SemiTrailler,D04,18,0,28.6,CityDeliveryTruck,D2_4,1
1,P6,F4,CD2,C201,162,SemiTrailler,D03,35,0,180.1,CityDeliveryTruck,D2_6,6
2,P10,F1,CD1,C102,36,SemiTrailler,D06,16,0,152.1,CityDeliveryTruck,D1_7,5
5,P10,F2,CD1,C104,36,Truck,D05,25,2,183.9,Van,D1_5,6
3,P8,F2,CD1,C101,36,SemiTrailler,D02,10,0,61.2,Van,D1_2,2
2,P10,F1,CD1,C105,36,SemiTrailler,D06,12,4,85.5,Van,D1_5,3
5,P13,F1,CD2,C204,162,SemiTrailler,D03,37,4,145.3,Van,D2_1,5
4,P8,F4,CD1,C103,36,SemiTrailler,D05,33,4,122.1,Van,D1_4,4
2,P7,F3,CD3,C302,58,SemiTrailler,D06,32,0,31.4,Van,D3_1,1
2,P11,F1,CD2,C202,162,SemiTrailler,D01,37,4,30.6,CityDeliveryTruck,D2_1,1
3,P12,F2,CD1,C103,36,SemiTrailler,D01,33,1,59.8,CityDeliveryTruck,D1_1,2
3,P9,F4,CD2,C204,162,Truck,D03,31,1,89.2,Van,D2_1,3
1,P11,F2,CD1,C105,36,SemiTrailler,D03,30,4,156.1,CityDeliveryTruck,D1_7,5
3,P10,F3,CD3,C301,58,SemiTrailler,D03,32,0,122.5,CityDeliveryTruck,D3_1,4
1,P4,F4,CD3,C304,58,SemiTrailler,D01,35,0,150.9,MiniVan,D3_5,5
5,P4,F4,CD1,C104,36,Truck,D02,13,3,184.4,CityDeliveryTruck,D1_2,6
5,P2,F2,CD3,C305,58,Truck,D05,35,2,30.5,Van,D3_6,1
2,P8,F3,CD2,C204,162,Truck,D01,13,0,61.7,Van,D2_4,2
4,P3,F4,CD1,C105,36,SemiTrailler,D02,8,1,30.2,Van,D1_7,1
5,P4,F2,CD3,C301,58,SemiTrailler,D05,5,0,175.7,CityDeliveryTruck,D3_4,6
1,P13,F3,CD1,C104,36,SemiTrailler,D05,22,0,114.5,Van,D1_4,4
3,P1,F1,CD2,C205,162,Truck,D02,12,4,186.5,Van,D2_6,6
2,P4,F2,CD2,C202,162,SemiTrailler,D01,29,1,93.9,Van,D2_1,3
3,P15,F1,CD3,C301,58,SemiTrailler,D04,17,3,59.3,Van,D3_6,2
4,P14,F3,CD1,C102,36,SemiTrailler,D01,21,3,125.3,CityDeliveryTruck,D1_2,4
4,P11,F2,CD1,C101,36,SemiTrailler,D05,26,1,30.1,Van,D1_3,1
3,P12,F2,CD3,C301,58,Truck,D03,35,1,31.2,Van,D3_5,1
3,P12,F1,CD3,C301,58,Truck,D06,35,2,179.6,Van,D3_6,6
2,P14,F4,CD2,C202,162,SemiTrailler,D06,16,0,60.6,CityDeliveryTruck,D2_7,2
5,P6,F4,CD2,C205,162,SemiTrailler,D01,18,4,90.1,CityDeliveryTruck,D2_7,3
3,P2,F2,CD2,C205,162,SemiTrailler,D04,30,1,94.1,Van,D2_1,3
1,P7,F4,CD1,C101,36,Truck,D01,10,4,153.6,Van,D1_6,5
5,P12,F4,CD2,C202,162,SemiTrailler,D04,30,4,155.1,CityDeliveryTruck,D2_7,5
5,P13,F1,CD2,C204,162,Truck,D05,26,3,28.8,CityDeliveryTruck,D2_4,1
5,P13,F3,CD2,C203,162,SemiTrailler,D03,37,2,90.7,Van,D2_5,3
3,P11,F4,CD2,C205,162,Truck,D03,29,1,122.8,CityDeliveryTruck,D2_5,4
1,P6,F2,CD3,C304,58,Truck,D04,26,2,120.3,MiniVan,D3_6,4
3,P2,F3,CD3,C303,58,SemiTrailler,D02,11,0,182.2,Van,D3_5,6
1,P2,F1,CD2,C201,162,SemiTrailler,D02,6,4,28.5,Van,D2_4,1
4,P5,F1,CD1,C103,36,SemiTrailler,D02,15,2,88.6,MiniVan,D1_7,3
1,P2,F2,CD2,C202,162,SemiTrailler,D01,7,0,119.2,Van,D2_2,4
1,P11,F2,CD1,C103,36,Truck,D05,24,3,60.8,Van,D1_7,2
2,P12,F2,CD3,C302,58,SemiTrailler,D05,35,1,142.7,MiniVan,D3_2,5
1,P15,F4,CD3,C304,58,SemiTrailler,D05,34,3,143.7,Van,D3_6,5
4,P5,F2,CD2,C204,162,SemiTrailler,D06,17,1,92.2,Van,D2_5,3
2,P5,F4,CD2,C203,162,Truck,D05,17,0,87.5,Van,D2_4,3
2,P4,F1,CD3,C302,58,SemiTrailler,D06,16,1,59.7,CityDeliveryTruck,D3_1,2
5,P10,F4,CD1,C104,36,SemiTrailler,D02,37,1,62.4,MiniVan,D1_3,2
2,P3,F4,CD2,C205,162,Truck,D03,24,3,31.3,Van,D2_3,1
3,P12,F2,CD2,C203,162,SemiTrailler,D03,32,1,156.2,CityDeliveryTruck,D2_4,5
2,P7,F2,CD1,C103,36,SemiTrailler,D03,31,4,150.2,Van,D1_2,5
3,P14,F3,CD3,C303,58,SemiTrailler,D02,33,4,61.2,Van,D3_7,2
5,P1,F4,CD3,C301,58,Truck,D05,12,0,59.8,Van,D3_2,2
2,P6,F3,CD2,C201,162,SemiTrailler,D06,22,2,29,Van,D2_2,1
4,P15,F1,CD3,C304,58,Truck,D01,29,4,58.2,MiniVan,D3_1,2
3,P9,F3,CD2,C202,162,SemiTrailler,D02,32,1,60.3,CityDeliveryTruck,D2_1,2
4,P7,F1,CD2,C202,162,SemiTrailler,D05,16,4,92.6,CityDeliveryTruck,D2_4,3
2,P8,F4,CD2,C202,162,SemiTrailler,D06,20,4,61.5,MiniVan,D2_4,2
4,P14,F4,CD1,C103,36,Truck,D03,31,2,93.5,Van,D1_7,3
5,P14,F4,CD1,C101,36,SemiTrailler,D06,14,3,179.4,CityDeliveryTruck,D1_3,6
2,P4,F1,CD1,C105,36,SemiTrailler,D01,36,2,61.3,MiniVan,D1_1,2
4,P2,F4,CD2,C203,162,SemiTrailler,D04,28,2,28.9,Van,D2_5,1
1,P13,F2,CD2,C203,162,SemiTrailler,D06,18,3,177.3,CityDeliveryTruck,D2_3,6
3,P4,F2,CD2,C205,162,SemiTrailler,D05,30,1,29.4,Van,D2_6,1
3,P13,F1,CD1,C104,36,SemiTrailler,D05,18,1,60.8,Van,D1_6,2
5,P4,F1,CD1,C101,36,SemiTrailler,D06,22,2,62.7,Van,D1_4,2
2,P2,F3,CD2,C201,162,SemiTrailler,D01,13,3,60.5,MiniVan,D2_1,2
1,P15,F3,CD2,C203,162,SemiTrailler,D06,17,0,117.8,MiniVan,D2_6,4
5,P1,F1,CD3,C305,58,Truck,D04,27,1,149.3,Van,D3_7,5
1,P12,F3,CD2,C204,162,SemiTrailler,D02,5,0,143.2,MiniVan,D2_6,5
3,P6,F1,CD3,C305,58,SemiTrailler,D06,30,1,117.1,MiniVan,D3_1,4
5,P4,F3,CD1,C103,36,SemiTrailler,D05,37,1,61.3,Van,D1_5,2
1,P15,F1,CD2,C201,162,SemiTrailler,D03,36,2,29.5,Van,D2_4,1
1,P14,F4,CD1,C103,36,Truck,D03,29,0,58.2,CityDeliveryTruck,D1_2,2
2,P13,F1,CD2,C204,162,SemiTrailler,D03,5,2,185.9,Van,D2_6,6
5,P1,F3,CD2,C201,162,Truck,D04,26,1,119.9,Van,D2_1,4
5,P1,F3,CD3,C303,58,SemiTrailler,D04,31,1,145.9,MiniVan,D3_4,5
2,P3,F4,CD3,C304,58,Truck,D01,30,1,152.2,Van,D3_2,5
4,P12,F3,CD1,C104,36,SemiTrailler,D05,21,0,151.2,Van,D1_4,5
3,P2,F4,CD2,C204,162,SemiTrailler,D03,17,3,178,Van,D2_2,6
3,P12,F2,CD3,C305,58,SemiTrailler,D01,30,1,92.9,CityDeliveryTruck,D3_4,3
3,P3,F4,CD3,C304,58,SemiTrailler,D06,16,0,152.3,Van,D3_6,5
2,P3,F4,CD3,C305,58,SemiTrailler,D04,17,2,30.8,CityDeliveryTruck,D3_1,1
3,P10,F1,CD2,C201,162,SemiTrailler,D04,17,0,30.3,MiniVan,D2_6,1
5,P5,F3,CD2,C201,162,Truck,D03,9,0,89.4,MiniVan,D2_7,3
2,P7,F3,CD3,C304,58,Truck,D06,31,1,88.9,CityDeliveryTruck,D3_7,3
2,P2,F4,CD3,C303,58,Truck,D04,11,2,31.4,CityDeliveryTruck,D3_3,1
5,P4,F2,CD2,C203,162,SemiTrailler,D03,28,4,58.2,Van,D2_1,2
5,P1,F3,CD1,C103,36,SemiTrailler,D04,36,1,186.8,Van,D1_5,6
3,P13,F3,CD3,C305,58,SemiTrailler,D01,24,3,142.7,MiniVan,D3_2,5
1,P9,F1,CD2,C204,162,SemiTrailler,D03,35,0,30,Van,D2_4,1
3,P1,F3,CD1,C103,36,Truck,D04,27,1,142.8,Van,D1_3,5
4,P10,F4,CD2,C205,162,Truck,D02,25,3,88.8,CityDeliveryTruck,D2_3,3
2,P10,F3,CD1,C105,36,SemiTrailler,D04,8,3,116,Van,D1_1,4
3,P8,F3,CD1,C102,36,SemiTrailler,D03,32,4,30.4,Van,D1_5,1
3,P5,F3,CD3,C301,58,SemiTrailler,D02,31,3,119.3,MiniVan,D3_7,4
4,P15,F3,CD3,C302,58,SemiTrailler,D05,37,1,142.9,Van,D3_2,5
1,P8,F2,CD1,C102,36,Truck,D02,8,3,93.9,CityDeliveryTruck,D1_3,3
1,P15,F2,CD1,C102,36,SemiTrailler,D05,34,2,31.1,Van,D1_2,1
5,P7,F2,CD1,C105,36,Truck,D01,33,0,123.9,MiniVan,D1_7,4
4,P5,F2,CD3,C302,58,Truck,D02,31,0,177.1,MiniVan,D3_1,6
3,P12,F4,CD2,C204,162,Truck,D02,35,0,187.4,CityDeliveryTruck,D2_1,6
3,P9,F2,CD3,C302,58,SemiTrailler,D04,19,4,30.8,MiniVan,D3_6,1
4,P4,F2,CD2,C202,162,SemiTrailler,D02,33,3,29.3,MiniVan,D2_4,1
4,P2,F2,CD1,C102,36,SemiTrailler,D04,9,2,148.9,Van,D1_6,5
1,P13,F2,CD3,C303,58,SemiTrailler,D04,37,1,89.7,CityDeliveryTruck,D3_7,3
5,P13,F1,CD3,C303,58,Truck,D06,24,2,93.6,CityDeliveryTruck,D3_2,3
3,P6,F4,CD1,C102,36,Truck,D01,20,4,85.8,Van,D1_3,3
4,P12,F2,CD1,C102,36,SemiTrailler,D02,33,1,117,CityDeliveryTruck,D1_5,4
3,P14,F1,CD3,C302,58,SemiTrailler,D04,17,4,91.8,Van,D3_1,3
2,P6,F1,CD3,C304,58,SemiTrailler,D02,19,1,85.9,Van,D3_6,3
5,P2,F3,CD1,C103,36,SemiTrailler,D06,36,2,90.4,CityDeliveryTruck,D1_6,3
4,P4,F4,CD2,C205,162,SemiTrailler,D01,18,1,89.8,Van,D2_4,3
3,P13,F3,CD1,C104,36,Truck,D04,21,3,30.1,CityDeliveryTruck,D1_7,1
4,P14,F1,CD1,C104,36,SemiTrailler,D03,15,4,186.6,Van,D1_6,6
1,P4,F4,CD2,C202,162,SemiTrailler,D05,10,3,62.3,CityDeliveryTruck,D2_3,2
3,P9,F3,CD2,C203,162,SemiTrailler,D05,11,3,182.1,Van,D2_5,6
5,P10,F2,CD3,C302,58,SemiTrailler,D01,8,0,184.3,CityDeliveryTruck,D3_3,6
4,P8,F2,CD1,C102,36,SemiTrailler,D02,6,3,114.7,MiniVan,D1_2,4
3,P15,F3,CD3,C303,58,SemiTrailler,D05,18,1,188.7,CityDeliveryTruck,D3_2,6
4,P12,F1,CD1,C101,36,SemiTrailler,D06,17,4,184.1,Van,D1_4,6
5,P14,F2,CD3,C304,58,SemiTrailler,D04,14,1,115.1,Van,D3_6,4
5,P3,F4,CD3,C303,58,SemiTrailler,D03,8,1,87.4,MiniVan,D3_7,3
1,P11,F3,CD2,C203,162,Truck,D03,23,4,118.9,CityDeliveryTruck,D2_4,4
1,P7,F3,CD2,C201,162,SemiTrailler,D04,29,4,30.5,Van,D2_3,1
2,P7,F4,CD1,C103,36,SemiTrailler,D06,12,4,148.7,CityDeliveryTruck,D1_5,5
3,P5,F1,CD2,C201,162,SemiTrailler,D03,21,2,60.2,Van,D2_6,2
3,P4,F4,CD3,C301,58,SemiTrailler,D03,17,2,29.4,CityDeliveryTruck,D3_4,1
3,P1,F3,CD2,C202,162,SemiTrailler,D05,25,3,90.3,Van,D2_1,3
3,P9,F2,CD2,C204,162,SemiTrailler,D01,16,1,177.8,Van,D2_3,6
5,P7,F2,CD2,C205,162,SemiTrailler,D01,16,3,31.4,Van,D2_7,1
4,P8,F3,CD2,C204,162,SemiTrailler,D05,13,3,123.1,CityDeliveryTruck,D2_2,4
2,P10,F2,CD3,C304,58,Truck,D03,32,4,94.2,MiniVan,D3_1,3
4,P7,F3,CD2,C201,162,Truck,D02,36,2,175.1,Van,D2_3,6
2,P13,F4,CD2,C205,162,SemiTrailler,D06,15,3,60.6,MiniVan,D2_5,2
4,P6,F1,CD2,C203,162,SemiTrailler,D02,37,3,29,CityDeliveryTruck,D2_4,1
1,P15,F3,CD3,C305,58,SemiTrailler,D03,18,2,57.4,CityDeliveryTruck,D3_2,2
2,P6,F3,CD1,C103,36,SemiTrailler,D01,5,3,145.8,MiniVan,D1_7,5
4,P15,F2,CD3,C301,58,SemiTrailler,D04,34,3,59.1,CityDeliveryTruck,D3_1,2
5,P6,F3,CD3,C304,58,SemiTrailler,D03,12,0,175.6,Van,D3_2,6
5,P6,F1,CD3,C301,58,Truck,D03,13,4,124.1,MiniVan,D3_6,4
2,P3,F3,CD2,C202,162,Truck,D04,15,0,88.6,Van,D2_4,3
3,P10,F2,CD1,C102,36,Truck,D06,16,4,60,Van,D1_6,2
1,P3,F3,CD2,C204,162,SemiTrailler,D02,15,2,89.7,CityDeliveryTruck,D2_6,3
1,P10,F4,CD3,C303,58,SemiTrailler,D02,18,1,88.1,MiniVan,D3_2,3
4,P1,F2,CD2,C205,162,Truck,D01,27,4,30.2,MiniVan,D2_2,1
2,P9,F1,CD2,C201,162,SemiTrailler,D02,36,1,29.5,CityDeliveryTruck,D2_5,1
3,P11,F4,CD2,C202,162,SemiTrailler,D02,30,2,91.6,CityDeliveryTruck,D2_1,3
4,P7,F4,CD3,C304,58,Truck,D05,6,2,187.9,CityDeliveryTruck,D3_2,6
3,P14,F4,CD3,C305,58,SemiTrailler,D05,33,1,118.2,Van,D3_4,4
3,P14,F3,CD3,C301,58,Truck,D06,30,2,175.7,Van,D3_1,6
2,P14,F2,CD2,C204,162,SemiTrailler,D01,19,1,148,Van,D2_7,5
2,P4,F4,CD1,C103,36,SemiTrailler,D06,29,4,114.2,Van,D1_1,4
4,P2,F3,CD2,C205,162,Truck,D01,32,2,31.3,Van,D2_2,1
2,P7,F1,CD2,C203,162,SemiTrailler,D01,13,4,174.4,Van,D2_2,6
5,P11,F1,CD3,C301,58,Truck,D06,20,4,120.5,Van,D3_4,4
1,P14,F2,CD3,C305,58,Truck,D03,17,0,181.2,CityDeliveryTruck,D3_7,6
4,P11,F4,CD3,C303,58,SemiTrailler,D02,13,2,28.8,Van,D3_2,1
5,P2,F2,CD1,C102,36,Truck,D06,23,1,57.5,Van,D1_7,2
5,P10,F3,CD1,C103,36,SemiTrailler,D01,11,2,153.2,CityDeliveryTruck,D1_3,5
4,P14,F4,CD1,C104,36,Truck,D04,29,2,30.4,CityDeliveryTruck,D1_1,1
3,P6,F4,CD1,C105,36,SemiTrailler,D06,36,0,186.8,MiniVan,D1_4,6
5,P4,F4,CD3,C301,58,SemiTrailler,D06,34,0,29.9,MiniVan,D3_2,1
4,P12,F1,CD1,C105,36,SemiTrailler,D05,21,2,116.1,Van,D1_5,4
4,P6,F3,CD1,C103,36,SemiTrailler,D06,10,0,57.3,CityDeliveryTruck,D1_1,2
1,P13,F4,CD1,C104,36,SemiTrailler,D06,9,4,122.5,Van,D1_5,4
2,P6,F4,CD2,C201,162,SemiTrailler,D04,10,4,152.1,Van,D2_5,5
1,P9,F2,CD2,C203,162,Truck,D04,20,3,29.3,CityDeliveryTruck,D2_4,1
3,P14,F2,CD1,C104,36,SemiTrailler,D03,9,1,93.1,MiniVan,D1_4,3
2,P14,F3,CD3,C305,58,SemiTrailler,D04,6,2,60.9,CityDeliveryTruck,D3_1,2
1,P11,F1,CD2,C201,162,SemiTrailler,D03,7,0,29.7,CityDeliveryTruck,D2_1,1
3,P7,F2,CD1,C101,36,SemiTrailler,D04,12,1,31.4,CityDeliveryTruck,D1_6,1
1,P10,F3,CD3,C302,58,Truck,D02,21,4,122,MiniVan,D3_3,4
5,P13,F4,CD3,C302,58,SemiTrailler,D04,5,1,142.7,CityDeliveryTruck,D3_3,5
2,P10,F2,CD3,C305,58,SemiTrailler,D02,15,1,30.2,MiniVan,D3_2,1
1,P9,F2,CD3,C301,58,SemiTrailler,D05,25,2,183,Van,D3_1,6
4,P9,F3,CD1,C102,36,SemiTrailler,D04,15,0,60.1,CityDeliveryTruck,D1_7,2
2,P12,F2,CD1,C101,36,Truck,D03,26,0,174.6,MiniVan,D1_6,6
5,P9,F3,CD2,C205,162,SemiTrailler,D06,24,2,28.8,Van,D2_5,1
1,P12,F4,CD1,C103,36,SemiTrailler,D05,19,3,93.9,Van,D1_4,3
4,P14,F3,CD1,C103,36,SemiTrailler,D04,10,1,145.4,Van,D1_6,5
4,P7,F3,CD1,C104,36,SemiTrailler,D02,14,1,92.9,CityDeliveryTruck,D1_2,3
2,P5,F4,CD2,C201,162,Truck,D04,31,1,187,CityDeliveryTruck,D2_1,6
3,P3,F3,CD1,C105,36,SemiTrailler,D05,17,2,58.7,Van,D1_5,2
5,P8,F3,CD1,C105,36,Truck,D02,14,4,90.7,CityDeliveryTruck,D1_6,3
2,P6,F4,CD3,C304,58,SemiTrailler,D05,31,1,60.5,CityDeliveryTruck,D3_3,2
4,P11,F2,CD1,C102,36,SemiTrailler,D05,34,1,144.7,CityDeliveryTruck,D1_6,5
3,P2,F3,CD1,C103,36,Truck,D04,10,4,143.6,Van,D1_3,5
4,P15,F4,CD1,C102,36,Truck,D06,28,0,30.5,CityDeliveryTruck,D1_4,1
1,P5,F3,CD2,C203,162,Truck,D02,22,4,59.7,MiniVan,D2_5,2
5,P9,F2,CD1,C104,36,SemiTrailler,D03,20,4,148.9,Van,D1_7,5
2,P8,F1,CD1,C101,36,SemiTrailler,D05,12,2,30.6,CityDeliveryTruck,D1_4,1
4,P9,F3,CD1,C101,36,SemiTrailler,D01,25,4,172.5,MiniVan,D1_3,6
2,P4,F3,CD2,C204,162,SemiTrailler,D03,32,1,145.2,Van,D2_3,5
1,P14,F4,CD2,C204,162,SemiTrailler,D05,22,0,123,Van,D2_7,4
1,P3,F2,CD1,C102,36,SemiTrailler,D04,11,4,30,CityDeliveryTruck,D1_1,1
1,P12,F4,CD3,C302,58,SemiTrailler,D02,29,4,30.1,Van,D3_4,1
1,P6,F1,CD3,C304,58,SemiTrailler,D02,37,0,154.4,CityDeliveryTruck,D3_4,5
2,P15,F1,CD3,C305,58,Truck,D03,10,2,124.2,Van,D3_4,4
1,P9,F2,CD1,C102,36,SemiTrailler,D01,16,1,172.5,CityDeliveryTruck,D1_7,6
1,P11,F3,CD2,C204,162,SemiTrailler,D05,35,3,59.8,MiniVan,D2_1,2
1,P3,F4,CD2,C204,162,SemiTrailler,D06,7,1,144,CityDeliveryTruck,D2_1,5
4,P5,F4,CD2,C202,162,Truck,D04,18,1,61.5,Van,D2_1,2
1,P14,F1,CD2,C203,162,SemiTrailler,D02,10,4,156.5,Van,D2_5,5
3,P5,F2,CD2,C202,162,SemiTrailler,D06,8,1,157.5,CityDeliveryTruck,D2_4,5
4,P7,F4,CD1,C101,36,SemiTrailler,D02,21,2,181.3,CityDeliveryTruck,D1_2,6
4,P5,F1,CD1,C101,36,Truck,D02,7,4,117.7,Van,D1_7,4
1,P7,F1,CD1,C105,36,SemiTrailler,D03,8,4,142.7,MiniVan,D1_3,5
1,P8,F3,CD2,C201,162,Truck,D06,12,3,28.9,Van,D2_7,1
2,P13,F3,CD2,C201,162,SemiTrailler,D06,16,3,185.4,CityDeliveryTruck,D2_3,6
4,P1,F3,CD2,C205,162,SemiTrailler,D06,30,0,59.7,Van,D2_6,2
3,P11,F2,CD1,C102,36,SemiTrailler,D06,17,2,147.3,Van,D1_4,5
1,P12,F2,CD1,C105,36,SemiTrailler,D06,7,2,188,Van,D1_2,6
1,P5,F4,CD2,C203,162,SemiTrailler,D05,13,3,60.8,MiniVan,D2_6,2
3,P10,F1,CD3,C305,58,Truck,D02,12,4,117,MiniVan,D3_6,4
4,P4,F4,CD3,C302,58,SemiTrailler,D05,31,1,28.9,MiniVan,D3_2,1
4,P5,F2,CD2,C201,162,SemiTrailler,D02,33,2,92.7,MiniVan,D2_3,3
4,P11,F1,CD3,C303,58,Truck,D05,24,0,172.3,MiniVan,D3_6,6
4,P12,F3,CD1,C102,36,SemiTrailler,D04,14,3,175.6,Van,D1_5,6
2,P15,F4,CD1,C105,36,SemiTrailler,D03,21,0,142.6,Van,D1_1,5
5,P10,F4,CD1,C103,36,SemiTrailler,D05,15,3,89.7,Van,D1_4,3
5,P11,F2,CD2,C203,162,SemiTrailler,D04,17,4,119.9,MiniVan,D2_5,4
4,P2,F2,CD1,C105,36,SemiTrailler,D01,31,4,28.9,CityDeliveryTruck,D1_3,1
3,P8,F4,CD1,C102,36,Truck,D02,15,2,60.9,CityDeliveryTruck,D1_6,2
5,P15,F2,CD3,C302,58,Truck,D02,17,1,30.2,CityDeliveryTruck,D3_6,1
3,P2,F3,CD2,C205,162,SemiTrailler,D06,21,4,116.3,Van,D2_7,4
3,P12,F4,CD1,C103,36,SemiTrailler,D06,18,0,148.9,Van,D1_6,5
4,P6,F2,CD1,C101,36,SemiTrailler,D01,5,3,145.7,Van,D1_7,5
4,P9,F2,CD1,C103,36,SemiTrailler,D06,27,4,91,Van,D1_3,3
3,P11,F1,CD2,C204,162,SemiTrailler,D01,19,2,86.8,Van,D2_7,3
3,P6,F3,CD3,C304,58,Truck,D01,22,2,119.2,Van,D3_2,4
1,P4,F4,CD2,C204,162,SemiTrailler,D01,7,2,90.1,Van,D2_4,3
3,P13,F3,CD3,C304,58,Truck,D02,30,3,118.4,CityDeliveryTruck,D3_1,4
4,P12,F2,CD2,C205,162,SemiTrailler,D02,32,0,148.2,Van,D2_1,5
1,P15,F3,CD1,C103,36,SemiTrailler,D02,23,0,29.3,Van,D1_3,1
5,P1,F1,CD2,C204,162,SemiTrailler,D02,15,2,148.8,Van,D2_6,5
1,P13,F4,CD3,C302,58,SemiTrailler,D01,18,1,29.3,Van,D3_3,1
2,P11,F4,CD2,C203,162,SemiTrailler,D06,21,4,62.9,Van,D2_6,2
3,P12,F4,CD3,C305,58,Truck,D05,14,1,57.9,CityDeliveryTruck,D3_7,2
3,P3,F1,CD1,C101,36,SemiTrailler,D06,25,0,58.5,MiniVan,D1_5,2
5,P9,F1,CD1,C105,36,SemiTrailler,D04,34,1,31.1,CityDeliveryTruck,D1_7,1
1,P9,F3,CD1,C103,36,SemiTrailler,D01,32,3,30.1,Van,D1_5,1
4,P1,F1,CD1,C101,36,SemiTrailler,D06,24,1,60.5,Van,D1_7,2
4,P2,F1,CD1,C105,36,Truck,D04,12,0,114.1,MiniVan,D1_4,4
5,P10,F1,CD2,C204,162,SemiTrailler,D06,14,2,144.1,MiniVan,D2_2,5
1,P6,F4,CD3,C303,58,SemiTrailler,D01,19,3,57.1,Van,D3_2,2
3,P7,F4,CD2,C201,162,Truck,D04,28,0,61.2,Van,D2_6,2
2,P14,F2,CD1,C102,36,Truck,D04,28,3,29.3,CityDeliveryTruck,D1_3,1
3,P7,F4,CD3,C304,58,Truck,D04,24,0,30.1,MiniVan,D3_3,1
2,P7,F4,CD2,C201,162,Truck,D03,10,4,179.5,CityDeliveryTruck,D2_3,6
1,P14,F1,CD1,C105,36,SemiTrailler,D02,19,0,58.6,CityDeliveryTruck,D1_1,2
3,P3,F1,CD3,C301,58,SemiTrailler,D02,6,3,31.2,Van,D3_6,1
4,P1,F3,CD2,C201,162,SemiTrailler,D06,15,0,115.6,CityDeliveryTruck,D2_4,4
4,P2,F3,CD3,C305,58,SemiTrailler,D04,10,4,92.6,Van,D3_4,3
2,P14,F1,CD3,C302,58,SemiTrailler,D06,34,1,57.5,MiniVan,D3_2,2
4,P10,F4,CD2,C202,162,SemiTrailler,D05,37,1,147.8,CityDeliveryTruck,D2_6,5
4,P6,F3,CD2,C204,162,SemiTrailler,D03,20,0,177.4,CityDeliveryTruck,D2_6,6
2,P8,F4,CD3,C305,58,Truck,D04,5,3,88.6,Van,D3_3,3
3,P2,F3,CD1,C101,36,SemiTrailler,D04,10,0,85.7,MiniVan,D1_3,3
5,P13,F2,CD3,C304,58,Truck,D01,14,0,143.7,CityDeliveryTruck,D3_6,5
1,P15,F4,CD1,C103,36,SemiTrailler,D04,18,1,181.7,Van,D1_6,6
4,P14,F1,CD2,C203,162,Truck,D04,19,0,117.3,Van,D2_1,4
5,P1,F3,CD2,C205,162,SemiTrailler,D05,30,2,122.2,Van,D2_1,4
4,P5,F2,CD1,C102,36,Truck,D01,8,0,60.8,Van,D1_4,2
5,P3,F4,CD2,C203,162,SemiTrailler,D02,20,1,117.1,MiniVan,D2_5,4
1,P2,F4,CD1,C104,36,Truck,D05,16,2,150.1,MiniVan,D1_5,5
4,P14,F4,CD3,C305,58,SemiTrailler,D06,26,0,124.8,CityDeliveryTruck,D3_5,4
3,P14,F2,CD3,C302,58,SemiTrailler,D04,35,4,88.7,CityDeliveryTruck,D3_4,3
4,P14,F1,CD1,C105,36,SemiTrailler,D06,23,4,62.6,CityDeliveryTruck,D1_5,2
5,P1,F2,CD1,C103,36,Truck,D03,35,1,90.2,Van,D1_2,3
1,P6,F2,CD2,C202,162,Truck,D06,33,2,171.6,Van,D2_3,6
5,P14,F2,CD2,C203,162,SemiTrailler,D03,26,4,29.9,CityDeliveryTruck,D2_6,1
1,P5,F3,CD2,C203,162,SemiTrailler,D04,9,4,57.4,Van,D2_1,2
1,P10,F3,CD1,C103,36,SemiTrailler,D02,24,4,155.4,MiniVan,D1_3,5
4,P6,F1,CD1,C102,36,Truck,D01,24,2,157.3,MiniVan,D1_4,5
1,P11,F4,CD2,C204,162,SemiTrailler,D02,6,0,146.9,Van,D2_5,5
2,P7,F2,CD2,C204,162,Truck,D06,6,4,178.6,Van,D2_4,6
4,P11,F3,CD1,C105,36,SemiTrailler,D02,15,0,85.9,CityDeliveryTruck,D1_1,3
4,P1,F2,CD3,C301,58,SemiTrailler,D05,9,0,31.4,Van,D3_5,1
5,P1,F4,CD3,C301,58,SemiTrailler,D03,11,1,60.2,CityDeliveryTruck,D3_6,2
4,P15,F3,CD1,C104,36,SemiTrailler,D06,7,2,86.8,CityDeliveryTruck,D1_1,3
1,P8,F4,CD1,C101,36,SemiTrailler,D01,25,4,181,CityDeliveryTruck,D1_4,6
1,P9,F3,CD1,C103,36,Truck,D06,17,3,177.6,CityDeliveryTruck,D1_4,6
4,P13,F2,CD1,C103,36,SemiTrailler,D06,9,1,173.7,CityDeliveryTruck,D1_4,6
3,P14,F3,CD2,C205,162,SemiTrailler,D05,20,0,62.5,Van,D2_4,2
3,P14,F3,CD3,C303,58,SemiTrailler,D02,16,4,63,CityDeliveryTruck,D3_2,2
